id,category,file_name,file_path
210-CDIF,CDIF,CDIF-Numerical_investigation_into_the_Effect_of_Sound_Speed_in_Attached_Cavitation_on_Hydrofoil_Modes_of_Vibration.pdf.txt,./classified_org_txt/CDIF/CDIF-Numerical_investigation_into_the_Effect_of_Sound_Speed_in_Attached_Cavitation_on_Hydrofoil_Modes_of_Vibration.pdf.txt
211-CDIF,CDIF,CDIF-Testing_of_self_similarity_and_helical_symmetry_in_vortex_generator_flow_simulations.pdf.txt,./classified_org_txt/CDIF/CDIF-Testing_of_self_similarity_and_helical_symmetry_in_vortex_generator_flow_simulations.pdf.txt
212-CDIF,CDIF,CDIF-Numerical_simulations_of_complex_flows_in_hydraulic_turbomachinery_Actual_R_D_lines_in_the_CFD_Applied_Maths_Laboratory.pdf.txt,./classified_org_txt/CDIF/CDIF-Numerical_simulations_of_complex_flows_in_hydraulic_turbomachinery_Actual_R_D_lines_in_the_CFD_Applied_Maths_Laboratory.pdf.txt
213-CDIF,CDIF,CDIF-Failure_investigation_of_a_large_pump_turbine_runner.pdf.txt,./classified_org_txt/CDIF/CDIF-Failure_investigation_of_a_large_pump_turbine_runner.pdf.txt
214-CDIF,CDIF,CDIF-Numerical_study_of_the_fluid_structure_interaction_in_the_diffuser_passage_of_a_centrifugal_pump.pdf.txt,./classified_org_txt/CDIF/CDIF-Numerical_study_of_the_fluid_structure_interaction_in_the_diffuser_passage_of_a_centrifugal_pump.pdf.txt
215-CDIF,CDIF,CDIF-Feasibility_of_detecting_natural_frequencies_of_hydraulic_turbines_while_in_operation_using_strain_gauges.pdf.txt,./classified_org_txt/CDIF/CDIF-Feasibility_of_detecting_natural_frequencies_of_hydraulic_turbines_while_in_operation_using_strain_gauges.pdf.txt
216-CDIF,CDIF,CDIF-On_the_use_of_PZT_Patches_as_exciters_in_modal_analysis_application_to_submerged_structures.pdf.txt,./classified_org_txt/CDIF/CDIF-On_the_use_of_PZT_Patches_as_exciters_in_modal_analysis_application_to_submerged_structures.pdf.txt
217-CDIF,CDIF,CDIF-Wall_to_fluid_heat_transfer_in_a_catalytic_reactor_at_supercritical_conditions.pdf.txt,./classified_org_txt/CDIF/CDIF-Wall_to_fluid_heat_transfer_in_a_catalytic_reactor_at_supercritical_conditions.pdf.txt
218-CDIF,CDIF,CDIF-The_effect_of_cavitation_on_the_natural_frequencies_of_a_hydrofoil.pdf.txt,./classified_org_txt/CDIF/CDIF-The_effect_of_cavitation_on_the_natural_frequencies_of_a_hydrofoil.pdf.txt
219-CDIF,CDIF,CDIF-Preliminary_results_on_the_assessment_of_using_Venetian_blinds_as_a_solar_thermal_collector_in_double_skin_facades_in_Mediterranean_climates.pdf.txt,./classified_org_txt/CDIF/CDIF-Preliminary_results_on_the_assessment_of_using_Venetian_blinds_as_a_solar_thermal_collector_in_double_skin_facades_in_Mediterranean_climates.pdf.txt
220-CDIF,CDIF,CDIF-Numerical_simulation_of_the_micro_jet_velocity_and_cavitation_erosion_on_an_axisymmetric_nozzle.pdf.txt,./classified_org_txt/CDIF/CDIF-Numerical_simulation_of_the_micro_jet_velocity_and_cavitation_erosion_on_an_axisymmetric_nozzle.pdf.txt
221-CDIF,CDIF,CDIF-Power_swing_generated_in_Francis_turbines_by_part_load_and_overload_instabilities.pdf.txt,./classified_org_txt/CDIF/CDIF-Power_swing_generated_in_Francis_turbines_by_part_load_and_overload_instabilities.pdf.txt
222-CDIF,CDIF,CDIF-Numerical_evaluation_of_cavitation_void_ratio_significance_on_hydrofoil_dynamic_response.pdf.txt,./classified_org_txt/CDIF/CDIF-Numerical_evaluation_of_cavitation_void_ratio_significance_on_hydrofoil_dynamic_response.pdf.txt
223-CDIF,CDIF,CDIF-Study_of_the_cooling_and_vacuum_systems_of_a_miniature_12_MeV_race_track_microtron.pdf.txt,./classified_org_txt/CDIF/CDIF-Study_of_the_cooling_and_vacuum_systems_of_a_miniature_12_MeV_race_track_microtron.pdf.txt
224-CDIF,CDIF,CDIF-Sensor_based_optimized_control_of_the_full_load_instability_in_large_hydraulic_turbines.pdf.txt,./classified_org_txt/CDIF/CDIF-Sensor_based_optimized_control_of_the_full_load_instability_in_large_hydraulic_turbines.pdf.txt
225-CDIF,CDIF,CDIF-Thermal_performance_of_ventilated_double_skin_facades_with_Venetian_blinds.pdf.txt,./classified_org_txt/CDIF/CDIF-Thermal_performance_of_ventilated_double_skin_facades_with_Venetian_blinds.pdf.txt
226-CDIF,CDIF,CDIF-Added_mass_effects_of_attached_cavitation_on_the_blades_of_a_Francis_runner.pdf.txt,./classified_org_txt/CDIF/CDIF-Added_mass_effects_of_attached_cavitation_on_the_blades_of_a_Francis_runner.pdf.txt
227-CDIF,CDIF,CDIF-Analysis_of_the_dynamic_response_of_pump_turbine_impellers_influence_of_the_rotor.pdf.txt,./classified_org_txt/CDIF/CDIF-Analysis_of_the_dynamic_response_of_pump_turbine_impellers_influence_of_the_rotor.pdf.txt
228-CDIF,CDIF,CDIF-Assessment_of_the_economic_and_environmental_impact_of_double_glazed_facade_ventilation_systems_in_Mediterranean_climates.pdf.txt,./classified_org_txt/CDIF/CDIF-Assessment_of_the_economic_and_environmental_impact_of_double_glazed_facade_ventilation_systems_in_Mediterranean_climates.pdf.txt
229-CDIF,CDIF,CDIF-Thermo_fluid_study_of_the_upc_race_track_microtron_cooling_system.pdf.txt,./classified_org_txt/CDIF/CDIF-Thermo_fluid_study_of_the_upc_race_track_microtron_cooling_system.pdf.txt
230-CDIF,CDIF,CDIF-Overview_of_the_experimental_tests_in_prototype.pdf.txt,./classified_org_txt/CDIF/CDIF-Overview_of_the_experimental_tests_in_prototype.pdf.txt
231-CDIF,CDIF,CDIF-implicit_large_eddy_simulation_of_unsteady_cloud_cavitation_around_a_plane_convex_hydrofoil.pdf.txt,./classified_org_txt/CDIF/CDIF-implicit_large_eddy_simulation_of_unsteady_cloud_cavitation_around_a_plane_convex_hydrofoil.pdf.txt
232-CDIF,CDIF,CDIF-Assessment_of_remote_cavitation_detection_methods_with_flow_visualization_in_a_full_scale_francis_turbine.pdf.txt,./classified_org_txt/CDIF/CDIF-Assessment_of_remote_cavitation_detection_methods_with_flow_visualization_in_a_full_scale_francis_turbine.pdf.txt
233-CDIF,CDIF,CDIF-Analysis_of_damage_caused_by_siloxanes_in_stationary_reciprocating_internal_combustion_engines_operating_with_landfill_gas.pdf.txt,./classified_org_txt/CDIF/CDIF-Analysis_of_damage_caused_by_siloxanes_in_stationary_reciprocating_internal_combustion_engines_operating_with_landfill_gas.pdf.txt
234-CDIF,CDIF,CDIF-On_the_detection_of_natural_frequencies_and_mode_shapes_of_submerged_rotating_disk_like_structures_from_the_casing.pdf.txt,./classified_org_txt/CDIF/CDIF-On_the_detection_of_natural_frequencies_and_mode_shapes_of_submerged_rotating_disk_like_structures_from_the_casing.pdf.txt
235-CDIF,CDIF,CDIF-Experimental_mode_shape_determination_of_a_cantilevered_hydrofoil_under_different_flow_conditions.pdf.txt,./classified_org_txt/CDIF/CDIF-Experimental_mode_shape_determination_of_a_cantilevered_hydrofoil_under_different_flow_conditions.pdf.txt
236-CDIF,CDIF,CDIF-Detection_and_analysis_of_part_load_and_full_load_instabilities_in_a_real_Francis_turbine_prototype.pdf.txt,./classified_org_txt/CDIF/CDIF-Detection_and_analysis_of_part_load_and_full_load_instabilities_in_a_real_Francis_turbine_prototype.pdf.txt
237-LAB,LAB,LAB-Deep_Sea_Bioluminescence_Blooms_after_Dense_Water_Formation_at_the_Ocean_Surface.pdf.txt,./classified_org_txt/LAB/LAB-Deep_Sea_Bioluminescence_Blooms_after_Dense_Water_Formation_at_the_Ocean_Surface.pdf.txt
238-LAB,LAB,LAB-Dataflow_of_underwater_noise_measurements_from_OBSEA_to_EMODnet.pdf.txt,./classified_org_txt/LAB/LAB-Dataflow_of_underwater_noise_measurements_from_OBSEA_to_EMODnet.pdf.txt
239-LAB,LAB,LAB-Murchison_widefield_array_limits_on_radio_emission_from_ANTARES_neutrino_events.pdf.txt,./classified_org_txt/LAB/LAB-Murchison_widefield_array_limits_on_radio_emission_from_ANTARES_neutrino_events.pdf.txt
240-LAB,LAB,LAB-An_algorithm_for_the_reconstruction_of_high_energy_neutrino_induced_particle_showers_and_its_application_to_the_ANTARES_neutrino_telescope.pdf.txt,./classified_org_txt/LAB/LAB-An_algorithm_for_the_reconstruction_of_high_energy_neutrino_induced_particle_showers_and_its_application_to_the_ANTARES_neutrino_telescope.pdf.txt
241-LAB,LAB,LAB-A_method_to_stabilise_the_performance_of_negatively_fed_kM3NeT_photomultipliers.pdf.txt,./classified_org_txt/LAB/LAB-A_method_to_stabilise_the_performance_of_negatively_fed_kM3NeT_photomultipliers.pdf.txt
242-LAB,LAB,LAB-The_cosmic_ray_shadow_of_the_Moon_observed_with_the_ANTARES_neutrino_telescope.pdf.txt,./classified_org_txt/LAB/LAB-The_cosmic_ray_shadow_of_the_Moon_observed_with_the_ANTARES_neutrino_telescope.pdf.txt
243-LAB,LAB,LAB-Sensitivity_of_the_kM3NeT_ARCA_neutrino_telescope_to_point_like_neutrino_sources.pdf.txt,./classified_org_txt/LAB/LAB-Sensitivity_of_the_kM3NeT_ARCA_neutrino_telescope_to_point_like_neutrino_sources.pdf.txt
244-LAB,LAB,LAB-Classification_of_Sperm_Whale_Clicks_Physeter_Macrocephalus_with_Gaussian_kernel_Based_Networks.pdf.txt,./classified_org_txt/LAB/LAB-Classification_of_Sperm_Whale_Clicks_Physeter_Macrocephalus_with_Gaussian_kernel_Based_Networks.pdf.txt
245-LAB,LAB,LAB-Search_for_neutrino_emission_from_gamma_ray_flaring_blazars_with_the_ANTARES_telescope.pdf.txt,./classified_org_txt/LAB/LAB-Search_for_neutrino_emission_from_gamma_ray_flaring_blazars_with_the_ANTARES_telescope.pdf.txt
246-LAB,LAB,LAB-All_flavor_search_for_a_diffuse_flux_of_cosmic_neutrinos_with_nine_years_of_ANTARES_data.pdf.txt,./classified_org_txt/LAB/LAB-All_flavor_search_for_a_diffuse_flux_of_cosmic_neutrinos_with_nine_years_of_ANTARES_data.pdf.txt
247-LAB,LAB,LAB-ANTARES_constrains_a_blazar_origin_of_two_iceCube_PeV_neutrino_events.pdf.txt,./classified_org_txt/LAB/LAB-ANTARES_constrains_a_blazar_origin_of_two_iceCube_PeV_neutrino_events.pdf.txt
248-LAB,LAB,LAB-Empirical_acoustic_attenuation_of_the_seawater.pdf.txt,./classified_org_txt/LAB/LAB-Empirical_acoustic_attenuation_of_the_seawater.pdf.txt
249-LAB,LAB,LAB-Measuring_the_atmospheric_neutrino_oscillation_parameters_and_constraining_the_3_1_neutrino_model_with_ten_years_of_ANTARES_data.pdf.txt,./classified_org_txt/LAB/LAB-Measuring_the_atmospheric_neutrino_oscillation_parameters_and_constraining_the_3_1_neutrino_model_with_ten_years_of_ANTARES_data.pdf.txt
250-LAB,LAB,LAB-A_search_for_secluded_dark_matter_in_the_sun_with_the_ANTARES_neutrino_telescope.pdf.txt,./classified_org_txt/LAB/LAB-A_search_for_secluded_dark_matter_in_the_sun_with_the_ANTARES_neutrino_telescope.pdf.txt
251-LAB,LAB,LAB-Search_for_muon_neutrinos_from_gamma_ray_bursts_with_the_ANTARES_neutrino_telescope_using_2008_to_2011_data.pdf.txt,./classified_org_txt/LAB/LAB-Search_for_muon_neutrinos_from_gamma_ray_bursts_with_the_ANTARES_neutrino_telescope_using_2008_to_2011_data.pdf.txt
252-LAB,LAB,LAB-First_all_flavor_neutrino_pointlike_source_search_with_the_ANTARES_neutrino_telescope.pdf.txt,./classified_org_txt/LAB/LAB-First_all_flavor_neutrino_pointlike_source_search_with_the_ANTARES_neutrino_telescope.pdf.txt
253-LAB,LAB,LAB-The_first_combined_search_for_neutrino_point_sources_in_the_Southern_Hemisphere_with_the_ANTARES_and_iceCube_neutrino_telescopes.pdf.txt,./classified_org_txt/LAB/LAB-The_first_combined_search_for_neutrino_point_sources_in_the_Southern_Hemisphere_with_the_ANTARES_and_iceCube_neutrino_telescopes.pdf.txt
254-LAB,LAB,LAB-Searches_for_point_like_and_extended_neutrino_sources_close_to_the_galactic_center_using_the_antares_neutrino_telescope.pdf.txt,./classified_org_txt/LAB/LAB-Searches_for_point_like_and_extended_neutrino_sources_close_to_the_galactic_center_using_the_antares_neutrino_telescope.pdf.txt
255-LAB,LAB,LAB-intrinsic_limits_on_resolutions_in_muon_and_electron_neutrino_charged_current_events_in_the_kM3NeT_ORCA_detector.pdf.txt,./classified_org_txt/LAB/LAB-intrinsic_limits_on_resolutions_in_muon_and_electron_neutrino_charged_current_events_in_the_kM3NeT_ORCA_detector.pdf.txt
256-LAB,LAB,LAB-Characterisation_of_the_Hamamatsu_photomultipliers_for_the_kM3NeT_neutrino_telescope.pdf.txt,./classified_org_txt/LAB/LAB-Characterisation_of_the_Hamamatsu_photomultipliers_for_the_kM3NeT_neutrino_telescope.pdf.txt
257-LAB,LAB,LAB-Arctic_anthropogenic_sound_contributions_from_seismic_surveys_during_summer_2013.pdf.txt,./classified_org_txt/LAB/LAB-Arctic_anthropogenic_sound_contributions_from_seismic_surveys_during_summer_2013.pdf.txt
258-LAB,LAB,LAB-High_energy_neutrino_follow_up_search_of_gravitational_wave_event_GW150914_with_ANTARES_and_iceCube.pdf.txt,./classified_org_txt/LAB/LAB-High_energy_neutrino_follow_up_search_of_gravitational_wave_event_GW150914_with_ANTARES_and_iceCube.pdf.txt
259-LAB,LAB,LAB-Search_for_dark_matter_annihilation_in_the_earth_using_the_ANTARES_neutrino_telescope.pdf.txt,./classified_org_txt/LAB/LAB-Search_for_dark_matter_annihilation_in_the_earth_using_the_ANTARES_neutrino_telescope.pdf.txt
260-LAB,LAB,LAB-Listening_to_the_Deep_Live_monitoring_of_ocean_noise_and_cetacean_acoustic_signals.pdf.txt,./classified_org_txt/LAB/LAB-Listening_to_the_Deep_Live_monitoring_of_ocean_noise_and_cetacean_acoustic_signals.pdf.txt
261-LAB,LAB,LAB-The_nose_of_the_sperm_whale_overviews_of_functional_design_structural_homologies_and_evolution.pdf.txt,./classified_org_txt/LAB/LAB-The_nose_of_the_sperm_whale_overviews_of_functional_design_structural_homologies_and_evolution.pdf.txt
262-LAB,LAB,LAB-Joint_constraints_on_galactic_diffuse_neutrino_emission_from_the_ANTARES_and_iceCube_neutrino_telescopes.pdf.txt,./classified_org_txt/LAB/LAB-Joint_constraints_on_galactic_diffuse_neutrino_emission_from_the_ANTARES_and_iceCube_neutrino_telescopes.pdf.txt
263-LAB,LAB,LAB-A_critical_period_of_susceptibility_to_sound_in_the_sensory_cells_of_cephalopod_hatchlings.pdf.txt,./classified_org_txt/LAB/LAB-A_critical_period_of_susceptibility_to_sound_in_the_sensory_cells_of_cephalopod_hatchlings.pdf.txt
264-LAB,LAB,LAB-Evidence_of_Cnidarians_sensitivity_to_sound_after_exposure_to_low_frequency_underwater_sources.pdf.txt,./classified_org_txt/LAB/LAB-Evidence_of_Cnidarians_sensitivity_to_sound_after_exposure_to_low_frequency_underwater_sources.pdf.txt
265-LAB,LAB,LAB-A_polarized_fast_radio_burst_at_low_Galactic_latitude.pdf.txt,./classified_org_txt/LAB/LAB-A_polarized_fast_radio_burst_at_low_Galactic_latitude.pdf.txt
266-LAB,LAB,LAB-Search_for_relativistic_magnetic_monopoles_with_five_years_of_the_ANTARES_detector_data.pdf.txt,./classified_org_txt/LAB/LAB-Search_for_relativistic_magnetic_monopoles_with_five_years_of_the_ANTARES_detector_data.pdf.txt
267-LAB,LAB,LAB-Searches_for_clustering_in_the_time_integrated_skymap_of_the_ANTARES_neutrino_telescope.pdf.txt,./classified_org_txt/LAB/LAB-Searches_for_clustering_in_the_time_integrated_skymap_of_the_ANTARES_neutrino_telescope.pdf.txt
268-LAB,LAB,LAB-A_novel_approach_to_real_time_range_estimation_of_underwater_acoustic_sources_using_supervised_machine_learning.pdf.txt,./classified_org_txt/LAB/LAB-A_novel_approach_to_real_time_range_estimation_of_underwater_acoustic_sources_using_supervised_machine_learning.pdf.txt
269-LAB,LAB,LAB-Constraints_on_the_neutrino_emission_from_the_Galactic_Ridge_with_the_ANTARES_telescope.pdf.txt,./classified_org_txt/LAB/LAB-Constraints_on_the_neutrino_emission_from_the_Galactic_Ridge_with_the_ANTARES_telescope.pdf.txt
270-LAB,LAB,LAB-Offshore_exposure_experiments_on_cuttlefish_indicate_received_sound_pressure_and_particle_motion_levels_associated_with_acoustic_trauma.pdf.txt,./classified_org_txt/LAB/LAB-Offshore_exposure_experiments_on_cuttlefish_indicate_received_sound_pressure_and_particle_motion_levels_associated_with_acoustic_trauma.pdf.txt
271-LAB,LAB,LAB-An_algorithm_for_the_reconstruction_of_neutrino_induced_showers_in_the_ANTARES_Neutrino_telescope.pdf.txt,./classified_org_txt/LAB/LAB-An_algorithm_for_the_reconstruction_of_neutrino_induced_showers_in_the_ANTARES_Neutrino_telescope.pdf.txt
272-LAB,LAB,LAB-All_sky_search_for_high_energy_neutrinos_from_gravitational_wave_event_GW170104_with_the_Antares_neutrino_telescope_The_ANTARES_Collaboration.pdf.txt,./classified_org_txt/LAB/LAB-All_sky_search_for_high_energy_neutrinos_from_gravitational_wave_event_GW170104_with_the_Antares_neutrino_telescope_The_ANTARES_Collaboration.pdf.txt
273-LAB,LAB,LAB-Search_for_high_energy_neutrinos_from_binary_neutron_star_merger_GW170817_with_ANTARES_iceCube_and_the_Pierre_Auger_Observatory.pdf.txt,./classified_org_txt/LAB/LAB-Search_for_high_energy_neutrinos_from_binary_neutron_star_merger_GW170817_with_ANTARES_iceCube_and_the_Pierre_Auger_Observatory.pdf.txt
274-LAB,LAB,LAB-First_record_of_humpback_whale_songs_in_Southern_Chile_Analysis_of_seasonal_and_diel_variation.pdf.txt,./classified_org_txt/LAB/LAB-First_record_of_humpback_whale_songs_in_Southern_Chile_Analysis_of_seasonal_and_diel_variation.pdf.txt
275-LAB,LAB,LAB-ANTARES_neutrino_search_for_time_and_space_correlations_with_iceCube_high_energy_neutrino_events.pdf.txt,./classified_org_txt/LAB/LAB-ANTARES_neutrino_search_for_time_and_space_correlations_with_iceCube_high_energy_neutrino_events.pdf.txt
276-LAB,LAB,LAB-Search_for_high_energy_neutrinos_from_gravitational_wave_event_GW151226_and_candidate_LVT151012_with_ANTARES_and_iceCube.pdf.txt,./classified_org_txt/LAB/LAB-Search_for_high_energy_neutrinos_from_gravitational_wave_event_GW151226_and_candidate_LVT151012_with_ANTARES_and_iceCube.pdf.txt
277-LAB,LAB,LAB-Results_from_the_search_for_dark_matter_in_the_Milky_Way_with_9_years_of_data_of_the_ANTARES_neutrino_telescope.pdf.txt,./classified_org_txt/LAB/LAB-Results_from_the_search_for_dark_matter_in_the_Milky_Way_with_9_years_of_data_of_the_ANTARES_neutrino_telescope.pdf.txt
278-LAB,LAB,LAB-A_proteomic_analysis_of_the_statocyst_endolymph_in_common_cuttlefish_Sepia_officinalis_an_assessment_of_acoustic_trauma_after_exposure_to_sound.pdf.txt,./classified_org_txt/LAB/LAB-A_proteomic_analysis_of_the_statocyst_endolymph_in_common_cuttlefish_Sepia_officinalis_an_assessment_of_acoustic_trauma_after_exposure_to_sound.pdf.txt
279-LAB,LAB,LAB-Acoustics_in_water_synergies_with_marine_biology.pdf.txt,./classified_org_txt/LAB/LAB-Acoustics_in_water_synergies_with_marine_biology.pdf.txt
280-LAB,LAB,LAB-ultrastructural_damage_of_loligo_vulgaris_and_illex_coindetii_statocysts_after_low_frequency_sound_exposure.pdf.txt,./classified_org_txt/LAB/LAB-ultrastructural_damage_of_loligo_vulgaris_and_illex_coindetii_statocysts_after_low_frequency_sound_exposure.pdf.txt
281-LAB,LAB,LAB-Search_for_multimessenger_sources_of_gravitational_waves_and_high_energy_neutrinos_with_advanced_LiGO_during_its_first_observing_run_ANTARES_and_iceCube.pdf.txt,./classified_org_txt/LAB/LAB-Search_for_multimessenger_sources_of_gravitational_waves_and_high_energy_neutrinos_with_advanced_LiGO_during_its_first_observing_run_ANTARES_and_iceCube.pdf.txt
282-LAB,LAB,LAB-Multi_messenger_observations_of_a_binary_neutron_star_merger.pdf.txt,./classified_org_txt/LAB/LAB-Multi_messenger_observations_of_a_binary_neutron_star_merger.pdf.txt
283-LAB,LAB,LAB-Stacked_search_for_time_shifted_high_energy_neutrinos_from_gamma_ray_bursts_with_the_Antares_neutrino_telescope.pdf.txt,./classified_org_txt/LAB/LAB-Stacked_search_for_time_shifted_high_energy_neutrinos_from_gamma_ray_bursts_with_the_Antares_neutrino_telescope.pdf.txt
284-LAB,LAB,LAB-Search_for_relativistic_magnetic_monopoles_with_the_ANTARES_neutrino_telescope.pdf.txt,./classified_org_txt/LAB/LAB-Search_for_relativistic_magnetic_monopoles_with_the_ANTARES_neutrino_telescope.pdf.txt
285-LAB,LAB,LAB-Parasites_in_the_inner_ear_of_harbour_porpoise_Cases_from_the_North_and_baltic_seas.pdf.txt,./classified_org_txt/LAB/LAB-Parasites_in_the_inner_ear_of_harbour_porpoise_Cases_from_the_North_and_baltic_seas.pdf.txt
286-LAB,LAB,LAB-Marine_mammal_acoustic_detections_in_the_Greenland_and_Barents_Sea_2013_2014_seasons.pdf.txt,./classified_org_txt/LAB/LAB-Marine_mammal_acoustic_detections_in_the_Greenland_and_Barents_Sea_2013_2014_seasons.pdf.txt
287-LAB,LAB,LAB-Traditional_versus_hypertextual_index_in_an_on_line_course_on_Oscillation_and_Wave_Physics.pdf.txt,./classified_org_txt/LAB/LAB-Traditional_versus_hypertextual_index_in_an_on_line_course_on_Oscillation_and_Wave_Physics.pdf.txt
288-LAB,LAB,LAB-New_constraints_on_all_flavor_Galactic_diffuse_neutrino_emission_with_the_ANTARES_telescope.pdf.txt,./classified_org_txt/LAB/LAB-New_constraints_on_all_flavor_Galactic_diffuse_neutrino_emission_with_the_ANTARES_telescope.pdf.txt
289-LAB,LAB,LAB-Modelling_the_underwater_noise_associated_to_the_construction_and_operation_of_offshore_wind_turbines.pdf.txt,./classified_org_txt/LAB/LAB-Modelling_the_underwater_noise_associated_to_the_construction_and_operation_of_offshore_wind_turbines.pdf.txt
290-LAB,LAB,LAB-Auditory_sensitivity_in_aquatic_animals.pdf.txt,./classified_org_txt/LAB/LAB-Auditory_sensitivity_in_aquatic_animals.pdf.txt
291-LAB,LAB,LAB-Proof_of_concept_for_distributing_underwater_noise_mapping_through_EMODnet_physics_portal.pdf.txt,./classified_org_txt/LAB/LAB-Proof_of_concept_for_distributing_underwater_noise_mapping_through_EMODnet_physics_portal.pdf.txt
292-LAB,LAB,LAB-Letter_of_intent_for_kM3NeT_2_0.pdf.txt,./classified_org_txt/LAB/LAB-Letter_of_intent_for_kM3NeT_2_0.pdf.txt
293-LAB,LAB,LAB-Size_matters_in_quantitative_radar_monitoring_of_animal_migration_estimating_monitored_volume_from_wingbeat_frequency.pdf.txt,./classified_org_txt/LAB/LAB-Size_matters_in_quantitative_radar_monitoring_of_animal_migration_estimating_monitored_volume_from_wingbeat_frequency.pdf.txt
294-LAB,LAB,LAB-Search_for_high_energy_neutrinos_from_bright_GRBs_with_ANTARES.pdf.txt,./classified_org_txt/LAB/LAB-Search_for_high_energy_neutrinos_from_bright_GRBs_with_ANTARES.pdf.txt
295-LAB,LAB,LAB-ultrastructure_of_the_Odontocete_Organ_of_Corti_Scanning_and_Transmission_Electron_Microscopy.pdf.txt,./classified_org_txt/LAB/LAB-ultrastructure_of_the_Odontocete_Organ_of_Corti_Scanning_and_Transmission_Electron_Microscopy.pdf.txt
296-LAB,LAB,LAB-A_search_for_neutrino_emission_from_the_Fermi_bubbles_with_the_ANTARES_telescope.pdf.txt,./classified_org_txt/LAB/LAB-A_search_for_neutrino_emission_from_the_Fermi_bubbles_with_the_ANTARES_telescope.pdf.txt
297-LAB,LAB,LAB-Sperm_whale_long_range_echolocation_sounds_revealed_by_ANTARES_a_deep_sea_neutrino_telescope.pdf.txt,./classified_org_txt/LAB/LAB-Sperm_whale_long_range_echolocation_sounds_revealed_by_ANTARES_a_deep_sea_neutrino_telescope.pdf.txt
298-LAB,LAB,LAB-Time_dependent_search_for_neutrino_emission_from_X_ray_binaries_with_the_ANTARES_telescope.pdf.txt,./classified_org_txt/LAB/LAB-Time_dependent_search_for_neutrino_emission_from_X_ray_binaries_with_the_ANTARES_telescope.pdf.txt
299-LAB,LAB,LAB-Electronic_upgrades_on_the_second_generation_of_an_autonomous_and_portable_cetacean_auditory_screening_system.pdf.txt,./classified_org_txt/LAB/LAB-Electronic_upgrades_on_the_second_generation_of_an_autonomous_and_portable_cetacean_auditory_screening_system.pdf.txt
300-LAB,LAB,LAB-The_search_for_neutrinos_from_TXS_0506_056_with_the_ANTARES_telescope.pdf.txt,./classified_org_txt/LAB/LAB-The_search_for_neutrinos_from_TXS_0506_056_with_the_ANTARES_telescope.pdf.txt
301-LAB,LAB,LAB-implementation_of_a_method_to_visualize_noise_induced_hearing_loss_in_mass_stranded_cetaceans.pdf.txt,./classified_org_txt/LAB/LAB-implementation_of_a_method_to_visualize_noise_induced_hearing_loss_in_mass_stranded_cetaceans.pdf.txt
302-LAB,LAB,LAB-Acoustics_in_water_synergies_with_marine_biology_2.pdf.txt,./classified_org_txt/LAB/LAB-Acoustics_in_water_synergies_with_marine_biology_2.pdf.txt
303-LAB,LAB,LAB-Time_calibration_with_atmospheric_muon_tracks_in_the_ANTARES_neutrino_telescope.pdf.txt,./classified_org_txt/LAB/LAB-Time_calibration_with_atmospheric_muon_tracks_in_the_ANTARES_neutrino_telescope.pdf.txt
304-LAB,LAB,LAB-Model_independent_search_for_neutrino_sources_with_the_ANTARES_neutrino_telescope.pdf.txt,./classified_org_txt/LAB/LAB-Model_independent_search_for_neutrino_sources_with_the_ANTARES_neutrino_telescope.pdf.txt
305-LAB,LAB,LAB-Measurement_of_atmospheric_neutrino_oscillations_with_the_ANTARES_neutrino_telescope.pdf.txt,./classified_org_txt/LAB/LAB-Measurement_of_atmospheric_neutrino_oscillations_with_the_ANTARES_neutrino_telescope.pdf.txt
306-LAB,LAB,LAB-Long_term_monitoring_of_the_ANTARES_optical_module_efficiencies_using_40k_decays_in_sea_water.pdf.txt,./classified_org_txt/LAB/LAB-Long_term_monitoring_of_the_ANTARES_optical_module_efficiencies_using_40k_decays_in_sea_water.pdf.txt
307-LAB,LAB,LAB-Measurement_of_the_group_velocity_of_light_in_sea_water_at_the_ANTARES_site.pdf.txt,./classified_org_txt/LAB/LAB-Measurement_of_the_group_velocity_of_light_in_sea_water_at_the_ANTARES_site.pdf.txt
308-LAB,LAB,LAB-A_second_generation_of_an_autonomous_and_portable_auditory_screening_system_for_cetacean_clinical_and_research_purposes.pdf.txt,./classified_org_txt/LAB/LAB-A_second_generation_of_an_autonomous_and_portable_auditory_screening_system_for_cetacean_clinical_and_research_purposes.pdf.txt
309-LAB,LAB,LAB-Limits_on_dark_matter_annihilation_in_the_sun_using_the_ANTARES_neutrino_telescope.pdf.txt,./classified_org_txt/LAB/LAB-Limits_on_dark_matter_annihilation_in_the_sun_using_the_ANTARES_neutrino_telescope.pdf.txt
310-AR.I.EN,AR.I.EN,AR.I.EN-Can_our_cities_be_plannedg_Does_the_function_follow_the_formg_The_New_York_experience.pdf.txt,./classified_org_txt/AR.I.EN/AR.I.EN-Can_our_cities_be_plannedg_Does_the_function_follow_the_formg_The_New_York_experience.pdf.txt
311-AR.I.EN,AR.I.EN,AR.I.EN-Architecture_the_city_2_Common_places.pdf.txt,./classified_org_txt/AR.I.EN/AR.I.EN-Architecture_the_city_2_Common_places.pdf.txt
312-AR.I.EN,AR.I.EN,AR.I.EN-Sustainable_technical_system_for_ventilated_facades.pdf.txt,./classified_org_txt/AR.I.EN/AR.I.EN-Sustainable_technical_system_for_ventilated_facades.pdf.txt
